cow_id,name,breed,age_years,parity,days_in_milk,baseline_yield_liters,milk_yield_liters,yield_drop_pct,ec_lf,ec_rf,ec_lh,ec_rh,max_ec,ec_variance,scc,body_temp_c,milk_ph,udder_swelling,kicking_behavior,subclinical_quarter,risk_level,financial_loss_inr,recommended_action,phytotherapy_recipe
COW-2811,Devi,Murrah Buffalo,3.3,2,14,17.9,17.8,0.3,5.03,5.0,4.82,4.98,5.03,0.21,118124,38.5,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2812,Yamuna,Tharparkar,7.9,1,14,10.0,8.8,11.6,4.93,4.96,5.05,6.2,6.2,1.27,360525,38.9,6.94,0,0,RH,MEDIUM,6526,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2813,Surabhi,Sahiwal,3.8,6,68,14.7,7.4,49.9,6.66,6.85,6.63,6.86,6.86,0.23,1639372,39.9,7.37,2,2,Both Front,HIGH,40667,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2814,Nandini,Red Sindhi,3.6,2,195,16.0,16.0,0.0,4.53,4.56,4.75,4.69,4.75,0.22,96716,38.6,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2815,Kapila,Rathi,8.1,2,202,15.3,15.1,1.2,4.49,4.62,4.67,4.7,4.7,0.21,139801,38.2,6.47,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2816,Nandini,Sahiwal,4.7,4,86,15.0,12.9,14.3,5.01,7.3,5.1,5.2,7.3,2.29,325770,38.7,6.72,1,0,RF,MEDIUM,7731,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2817,Bhavani,Tharparkar,6.2,1,77,15.6,15.4,1.5,4.66,4.42,4.48,4.65,4.66,0.24,101373,38.6,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2818,Nandini,Sahiwal,4.6,5,182,19.2,19.0,1.1,5.04,4.84,5.0,4.89,5.04,0.2,170489,38.6,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2819,Yamuna,Tharparkar,8.1,3,77,13.3,13.0,2.5,4.94,5.01,4.8,4.85,5.01,0.21,80899,38.5,6.65,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2820,Bhavani,Murrah Buffalo,6.0,5,24,16.0,15.8,1.2,4.92,4.89,4.71,4.93,4.93,0.22,179070,38.4,6.66,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2821,Sita,HF Cross,8.8,4,140,25.4,12.2,52.1,7.35,7.2,7.2,7.2,7.35,0.15,1715054,40.2,7.36,2,2,Both Front,HIGH,40146,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2822,Sita,Rathi,4.6,1,290,14.6,14.1,3.4,4.89,5.01,5.18,5.06,5.18,0.29,181628,38.5,6.59,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2823,Lakshmi,HF Cross,4.6,2,278,22.9,22.7,0.8,4.38,4.37,4.46,4.5,4.5,0.13,125344,38.2,6.7,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2824,Meera,Tharparkar,7.8,3,239,15.4,15.4,0.0,4.67,4.57,4.61,4.74,4.74,0.17,135556,38.7,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2825,Kamdhenu,Murrah Buffalo,6.6,5,41,12.8,12.6,1.9,4.45,4.51,4.48,4.55,4.55,0.1,138880,38.2,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2826,Gauri,Rathi,8.4,3,149,11.8,10.3,12.9,5.03,5.22,5.22,7.01,7.01,1.98,301103,38.5,6.95,0,1,RH,MEDIUM,6371,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2827,Meera,Murrah Buffalo,6.1,1,152,12.5,10.7,14.1,4.7,4.68,6.28,4.79,6.28,1.6,327247,39.2,6.8,1,1,LH,MEDIUM,8167,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2828,Sita,Gir,5.2,4,205,14.1,14.1,0.0,4.59,4.87,4.64,4.77,4.87,0.28,99199,38.6,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2829,Sita,Red Sindhi,4.9,5,161,12.2,6.1,49.8,7.17,7.33,7.16,6.98,7.33,0.35,1714424,40.0,7.05,2,1,LF,HIGH,42813,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2830,Surabhi,Tharparkar,3.8,6,58,12.7,12.7,0.0,4.57,4.57,4.57,4.62,4.62,0.05,176485,38.4,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2831,Surabhi,Tharparkar,6.3,2,73,12.2,11.8,2.9,4.58,4.64,4.6,4.75,4.75,0.17,190932,38.2,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2832,Lakshmi,Tharparkar,4.0,2,193,14.5,4.5,68.7,8.23,8.18,8.06,8.35,8.35,0.29,1347600,40.2,7.05,2,1,LF,HIGH,45380,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2833,Ganga,Gir,5.4,6,36,14.6,14.3,1.8,4.61,4.56,4.68,4.52,4.68,0.16,101659,38.5,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2834,Lakshmi,Gir,2.9,1,106,18.3,15.4,15.9,4.64,4.85,4.71,6.23,6.23,1.59,367722,39.0,6.72,1,1,RH,MEDIUM,9051,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2835,Sita,Murrah Buffalo,2.5,4,85,13.4,13.0,3.1,5.04,5.11,4.86,4.89,5.11,0.25,195000,38.7,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2836,Surabhi,HF Cross,6.9,4,285,24.1,24.1,0.0,4.71,4.66,4.65,4.58,4.71,0.13,195000,38.2,6.57,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2837,Tulsi,Gir,6.8,3,112,18.1,16.2,10.7,6.79,5.3,5.14,5.14,6.79,1.65,333485,38.9,6.82,0,1,LF,MEDIUM,6572,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2838,Devi,Red Sindhi,5.4,2,25,14.7,14.2,3.7,4.61,4.5,4.57,4.52,4.61,0.11,107091,38.2,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2839,Kamdhenu,Red Sindhi,7.5,1,91,10.8,10.6,2.2,4.56,4.58,4.7,4.43,4.7,0.27,109314,38.6,6.49,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2840,Gauri,Red Sindhi,5.8,4,116,12.0,11.9,0.9,4.61,4.63,4.64,4.49,4.64,0.15,116231,38.3,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2841,Ganga,Tharparkar,8.2,5,157,13.9,13.7,1.4,4.63,4.51,4.74,4.66,4.74,0.23,143385,38.2,6.56,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2842,Meera,Gir,2.8,6,137,16.7,16.6,0.5,5.07,5.06,5.17,4.94,5.17,0.23,91533,38.9,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2843,Meera,HF Cross,7.4,2,85,20.1,20.1,0.1,4.9,4.86,4.93,4.78,4.93,0.15,95759,38.9,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2844,Kapila,Red Sindhi,9.3,6,144,10.6,8.4,21.0,5.1,7.2,4.97,5.25,7.2,2.23,397436,38.9,6.84,0,0,RF,MEDIUM,9043,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2845,Kamdhenu,Red Sindhi,4.4,1,210,14.8,14.7,0.7,4.69,4.74,4.87,4.87,4.87,0.18,117943,38.4,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2846,Kalyani,Murrah Buffalo,2.9,2,261,13.1,12.9,1.3,4.98,5.16,4.99,5.2,5.2,0.22,193586,38.2,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2847,Nandini,HF Cross,5.2,4,252,25.8,25.1,2.8,4.7,4.74,4.66,4.86,4.86,0.2,140468,38.7,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2848,Sita,Murrah Buffalo,7.5,1,23,13.8,11.9,14.0,4.68,4.59,6.44,4.65,6.44,1.85,210000,38.6,6.75,0,0,LH,MEDIUM,8076,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2849,Gauri,Gir,8.6,2,241,19.3,16.8,13.1,4.92,6.98,4.86,4.98,6.98,2.12,232254,38.7,6.85,1,0,RF,MEDIUM,6234,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2850,Ganga,Rathi,3.3,4,202,15.4,15.1,2.1,4.91,4.97,4.99,5.08,5.08,0.17,154593,38.5,6.54,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2851,Devi,Red Sindhi,7.4,6,15,11.7,11.5,1.5,4.82,4.9,4.69,4.68,4.9,0.22,134349,38.7,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2852,Yamuna,Murrah Buffalo,7.4,1,246,12.1,12.0,1.0,4.76,4.8,4.88,4.97,4.97,0.21,98596,38.4,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2853,Ganga,Red Sindhi,4.2,4,91,14.2,4.9,65.5,7.8,8.04,7.84,7.85,8.04,0.24,1293817,40.5,7.24,2,1,Both Front,HIGH,47228,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2854,Meera,Tharparkar,6.9,6,83,15.1,11.9,21.4,4.68,4.95,4.92,6.03,6.03,1.35,321128,38.8,6.78,0,1,RH,MEDIUM,10020,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2855,Devi,Murrah Buffalo,3.4,3,290,13.2,7.2,45.8,7.32,7.39,7.06,7.52,7.52,0.46,876112,39.6,7.15,2,2,RF,HIGH,39071,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2856,Tulsi,HF Cross,7.0,6,117,21.0,11.6,44.7,7.92,7.73,7.82,8.1,8.1,0.37,1365600,39.9,7.21,2,2,Both Front,HIGH,37219,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2857,Radha,Rathi,7.5,1,70,15.2,14.7,3.0,4.95,4.75,4.89,4.79,4.95,0.2,146325,38.6,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2858,Lakshmi,Red Sindhi,7.1,1,51,10.6,10.3,3.3,4.73,4.82,4.74,4.79,4.82,0.09,169457,38.3,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2859,Tulsi,HF Cross,2.9,1,122,25.6,21.9,14.6,6.39,4.71,4.71,4.77,6.39,1.68,309720,38.5,6.72,1,0,LF,MEDIUM,8017,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2860,Meera,Red Sindhi,4.8,5,64,11.6,9.2,21.1,4.8,4.86,4.76,6.07,6.07,1.31,302544,38.5,6.79,1,1,RH,MEDIUM,9462,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2861,Kapila,Gir,5.9,4,146,14.2,5.5,61.2,6.81,6.75,6.67,6.52,6.81,0.29,1211338,40.8,7.21,2,1,Both Hind,HIGH,46525,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2862,Tulsi,Gir,5.6,1,199,17.1,16.8,1.9,5.09,5.07,4.96,5.11,5.11,0.15,167538,38.8,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2863,Kalyani,Red Sindhi,5.2,3,278,11.2,11.0,1.4,4.74,4.61,4.69,4.61,4.74,0.13,61284,38.6,6.64,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2864,Yamuna,Sahiwal,5.1,3,194,17.9,17.3,3.1,4.66,4.77,4.72,4.63,4.77,0.14,191060,38.7,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2865,Meera,Sahiwal,6.5,5,272,15.0,14.5,3.3,4.63,4.73,4.82,4.73,4.82,0.19,141667,38.2,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2866,Yamuna,Gir,3.0,3,288,18.9,11.3,40.2,7.66,7.42,7.78,7.76,7.78,0.36,917343,40.1,7.09,2,2,RH,HIGH,31450,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2867,Ganga,Red Sindhi,5.7,4,208,12.6,12.4,1.7,4.81,4.76,4.85,4.96,4.96,0.2,192437,38.8,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2868,Lakshmi,Sahiwal,4.7,5,201,19.7,19.2,2.7,4.93,5.09,5.18,5.21,5.21,0.28,106182,38.6,6.61,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2869,Lakshmi,Rathi,8.9,4,76,15.3,12.9,15.6,5.0,5.19,5.19,7.08,7.08,2.08,343234,39.3,6.74,0,0,RH,MEDIUM,8759,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2870,Bhavani,Rathi,4.5,3,77,14.2,14.2,0.0,4.77,4.65,4.83,4.65,4.83,0.18,70128,38.4,6.49,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2871,Devi,Gir,3.5,1,84,18.3,17.9,2.3,4.67,4.61,4.73,4.76,4.76,0.15,94953,38.3,6.52,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2872,Nandini,HF Cross,7.1,6,240,25.9,25.8,0.4,5.0,4.93,4.85,4.76,5.0,0.24,112283,38.5,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2873,Sita,Rathi,6.9,1,204,12.2,10.4,14.5,5.06,5.07,7.01,5.12,7.01,1.95,301481,38.9,6.72,0,0,LH,MEDIUM,7163,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2874,Bhavani,Murrah Buffalo,2.6,5,199,12.9,5.7,56.1,8.68,8.32,8.52,8.21,8.68,0.47,600000,40.3,7.32,2,1,LH,HIGH,39036,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2875,Ganga,Red Sindhi,3.1,1,144,11.5,9.9,14.0,6.89,4.86,4.98,4.91,6.89,2.03,464495,38.8,6.89,0,0,LF,MEDIUM,8259,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2876,Nandini,Gir,7.7,1,34,14.4,11.8,18.0,4.77,6.83,4.88,4.93,6.83,2.06,306316,38.9,6.95,1,1,RF,MEDIUM,9024,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2877,Kapila,Red Sindhi,6.4,2,124,11.9,11.7,1.9,4.89,5.05,4.96,4.81,5.05,0.24,55660,38.6,6.7,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2878,Sita,Tharparkar,5.8,1,141,12.3,6.3,48.4,7.46,7.59,7.72,7.62,7.72,0.26,1777700,39.9,7.25,2,1,Both Front,HIGH,32575,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2879,Devi,Sahiwal,3.1,4,83,18.9,18.9,0.0,4.8,4.61,4.69,4.67,4.8,0.19,131173,38.2,6.51,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2880,Kalyani,Rathi,8.8,6,267,14.0,13.6,2.7,4.38,4.64,4.58,4.42,4.64,0.26,158772,38.7,6.6,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2881,Yamuna,Tharparkar,7.1,1,167,14.0,13.8,1.6,4.39,4.37,4.59,4.44,4.59,0.22,124254,38.7,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2882,Kalyani,Sahiwal,6.0,1,217,19.7,19.1,3.0,4.58,4.6,4.68,4.48,4.68,0.2,120704,38.6,6.55,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2883,Surabhi,Red Sindhi,7.1,2,207,13.6,11.3,17.1,4.98,6.83,5.17,5.13,6.83,1.85,240749,38.5,6.87,0,0,RF,MEDIUM,8617,Subclinical warning in RF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2884,Kapila,Rathi,3.3,1,170,15.1,15.0,0.6,4.53,4.67,4.45,4.59,4.67,0.22,126900,38.4,6.63,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2885,Radha,Gir,4.8,5,104,17.7,17.0,3.9,4.81,4.87,4.86,4.93,4.93,0.12,122992,38.8,6.67,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2886,Surabhi,Gir,4.2,4,213,15.0,6.3,58.2,7.71,7.31,7.31,7.6,7.71,0.4,1101255,40.7,7.11,2,2,LF,HIGH,46472,Urgent: Acute clinical mastitis! Isolate animal immediately. Call government veterinary officer (1962). Administer prescribed veterinary therapy.,Immediate veterinary antibiotic injection + anti-inflammatory + frequent cold water fanning and stripping.
COW-2887,Radha,Red Sindhi,5.7,6,143,14.6,11.9,18.2,5.07,5.3,7.34,5.03,7.34,2.31,256516,38.5,6.95,0,0,LH,MEDIUM,7887,Subclinical warning in LH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2888,Kalyani,Rathi,5.5,2,241,13.7,13.4,2.5,4.6,4.73,4.66,4.48,4.73,0.25,99760,38.5,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2889,Surabhi,Rathi,4.1,4,194,13.9,11.1,20.4,6.58,4.9,5.01,4.91,6.58,1.68,293705,38.5,6.86,0,0,LF,MEDIUM,9477,Subclinical warning in LF quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2890,Devi,Sahiwal,5.5,5,195,14.1,12.0,15.1,5.22,5.04,5.27,6.5,6.5,1.46,219638,38.6,6.72,1,1,RH,MEDIUM,7839,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2891,Kalyani,HF Cross,6.1,5,111,21.6,21.6,0.0,5.22,5.02,4.98,5.19,5.22,0.24,80161,38.5,6.46,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2892,Sita,HF Cross,8.7,5,12,21.7,20.8,4.3,4.59,4.66,4.54,4.6,4.66,0.12,129917,38.4,6.7,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2893,Kapila,Tharparkar,5.8,4,177,15.8,13.6,13.8,4.86,4.75,4.87,6.58,6.58,1.83,259245,38.9,6.88,0,1,RH,MEDIUM,6585,Subclinical warning in RH quarter. Apply ICAR herbal paste 3x daily for 5 days. Strip affected quarter completely.,ICAR Formulation: 250g Aloe Vera + 50g Pure Turmeric + 15g Edible Lime (Chuna) ground into paste.
COW-2894,Bhavani,Tharparkar,3.3,4,180,12.9,12.7,1.2,4.98,4.73,4.98,4.95,4.98,0.25,109088,38.2,6.58,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
COW-2895,Kalyani,Tharparkar,5.0,1,285,13.2,13.2,0.0,4.71,4.58,4.43,4.68,4.71,0.28,114748,38.6,6.53,0,0,None,LOW,0,"Routine milking, clean dry udder cloth, post-milking dip (0.5% povidone iodine).",No medication needed. Maintain clean bedding and nutrition.
